id,legacy_id,formal_code,scientific_name,family_code,family,genus,species,area,hypothesis,primary_metric,metric_code,suggested_method,source
H288,H288,AVT-RET-PULS-288,*Retentio pulsus* var. h288-voiceover-pacing-should,RET,Retention / story progress,Retentio,pulsus,Average watch time,Voiceover pacing should slow at inspection moments and speed through setup.,infer from protocol,MIX,M-SEQ,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H289,H289,AVT-TEN-UNCU-289,*Tensio uncus* var. h289-completion-improves-ending,TEN,Hook tension / information gap,Tensio,uncus,Completion,Completion improves when the ending is foreshadowed but not fully resolved in the hook.,infer from protocol,RET,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H290,H290,AVT-COG-TEXT-290,*Cognitio textualis* var. h290-navigation-text-increases,COG,Comprehension / cognitive load,Cognitio,textualis,Completion,Navigation text increases completion for videos longer than 45 seconds.,infer from protocol,RET,M-DOS,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H291,H291,AVT-RET-STOR-291,*Retentio storyformis* var. h291-shorter-improve-completion,RET,Retention / story progress,Retentio,storyformis,Completion,Shorter videos only improve completion if they preserve the first payoff and final resolution.,infer from protocol,RET,M-SEQ,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H292,H292,AVT-FID-FIDU-292,*Fides fiduciae* var. h292-rewatch-increases-contains,FID,Trust / proof / originality,Fides,fiduciae,Rewatch,Rewatch increases when the video contains a fast side-by-side comparison viewers want to inspect.,infer from protocol,RET,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H293,H293,AVT-RET-STOR-293,*Retentio storyformis* var. h293-looped-endings-increase,RET,Retention / story progress,Retentio,storyformis,Rewatch,Looped endings increase rewatch but can reduce satisfaction if the loop hides the payoff.,infer from protocol,RET,M-SEQ,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H294,H294,AVT-FID-FIDU-294,*Fides fiduciae* var. h294-dense-templates-increase,FID,Trust / proof / originality,Fides,fiduciae,Rewatch,Dense templates increase rewatch if the final frame summarises the formula.,infer from protocol,RET,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H295,H295,AVT-ACT-ACTI-295,*Actio actionalis* var. h295-saves-increase-offers,ACT,Action design / CTA,Actio,actionalis,Saves,Saves increase when the video offers a reusable asset rather than a one-time insight.,infer from protocol,SAV,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H296,H296,AVT-FID-PROB-296,*Fides probatoria* var. h296-final-screenshotable-cards,FID,Trust / proof / originality,Fides,probatoria,Saves,Final screenshotable cards raise saves for frameworks and recipes.,infer from protocol,SAV,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H297,H297,AVT-ACT-ACTI-297,*Actio actionalis* var. h297-save-ctas-work,ACT,Action design / CTA,Actio,actionalis,Saves,Save CTAs work only when the reason to save is explicit.,infer from protocol,SAV,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H298,H298,AVT-TRN-ACTI-298,*Transmissio actionalis* var. h298-send-ctas-beat,TRN,Social transmission / sharing,Transmissio,actionalis,Sends / shares,Send CTAs beat generic share CTAs when they name a specific recipient.,infer from protocol,SND,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H299,H299,AVT-TRN-ACTI-299,*Transmissio actionalis* var. h299-identity-recognition-send,TRN,Social transmission / sharing,Transmissio,actionalis,Sends / shares,Identity-recognition videos send better than purely informational videos in community niches.,infer from protocol,SND,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H300,H300,AVT-TRN-ACTI-300,*Transmissio actionalis* var. h300-warning-frame-increases,TRN,Social transmission / sharing,Transmissio,actionalis,Sends / shares,A warning frame increases sends when the recipient can make the same mistake.,infer from protocol,SND,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H301,H301,AVT-ACT-ACTI-301,*Actio actionalis* var. h301-binary-prompts-produce,ACT,Action design / CTA,Actio,actionalis,Comments,Binary prompts produce more comments than open-ended prompts.,infer from protocol,CMT,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H302,H302,AVT-TEN-UNCU-302,*Tensio uncus* var. h302-comment-quality-improves,TEN,Hook tension / information gap,Tensio,uncus,Comments,"Comment quality improves when the prompt asks for a useful variable, such as niche, hook, or example.",infer from protocol,CMT,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H303,H303,AVT-TEN-UNCU-303,*Tensio uncus* var. h303-controversial-hooks-increase,TEN,Hook tension / information gap,Tensio,uncus,Comments,Controversial hooks increase comments but should be judged against completion and follow rate.,infer from protocol,RET,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H304,H304,AVT-COG-TEXT-304,*Cognitio textualis* var. h304-series-labels-increase,COG,Comprehension / cognitive load,Cognitio,textualis,Follows / subscriptions,Series labels increase follows by making future value predictable.,infer from protocol,FOL,M-DOS,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H305,H305,AVT-FID-PROB-305,*Fides probatoria* var. h305-proof-backed-converts,FID,Trust / proof / originality,Fides,probatoria,Follows / subscriptions,Proof-backed content converts more follows than unsupported tips in expert niches.,infer from protocol,FOL,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H306,H306,AVT-ACT-ACTI-306,*Actio actionalis* var. h306-high-saves-follows,ACT,Action design / CTA,Actio,actionalis,Follows / subscriptions,High saves with low follows indicate the video is useful but the account promise is unclear.,infer from protocol,SAV,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H307,H307,AVT-TEN-UNCU-307,*Tensio uncus* var. h307-profile-clicks-rise,TEN,Hook tension / information gap,Tensio,uncus,Profile clicks,Profile clicks rise when the video creates authority curiosity rather than just giving a complete one-off answer.,infer from protocol,CLK,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H308,H308,AVT-ACT-COMM-308,*Actio commercialis* var. h308-clear-account-positioning,ACT,Action design / CTA,Actio,commercialis,Profile clicks,Clear account positioning in pinned/profile content converts viral visitors better.,infer from protocol,CLK,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H309,H309,AVT-ACT-COMM-309,*Actio commercialis* var. h309-creator-increases-profile,ACT,Action design / CTA,Actio,commercialis,Profile clicks,Strong creator POV increases profile clicks more than neutral utility.,infer from protocol,CLK,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H310,H310,AVT-SEA-CAPT-310,*Quaeribilitas captionis* var. h310-search-traffic-grows,SEA,Search / long-tail demand,Quaeribilitas,captionis,Search long-tail,Search traffic grows when the exact query appears in title/caption and first spoken line.,infer from protocol,SEA,M-SGA,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H311,H311,AVT-SEA-QUAE-311,*Quaeribilitas quaesitiva* var. h311-search-decay-slower,SEA,Search / long-tail demand,Quaeribilitas,quaesitiva,Search long-tail,Search videos decay slower than trend videos if they solve a persistent problem.,infer from protocol,SEA,M-SGA,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H312,H312,AVT-SEA-TEXT-312,*Quaeribilitas textualis* var. h312-hybrid-search-feed,SEA,Search / long-tail demand,Quaeribilitas,textualis,Search long-tail,Hybrid search/feed opens are strongest when they show a result visually and name the query textually.,infer from protocol,SEA,M-SGA,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H313,H313,AVT-TEN-UNCU-313,*Tensio uncus* var. h313-clickbait-hooks-increase,TEN,Hook tension / information gap,Tensio,uncus,Trust / negative feedback,Clickbait hooks increase starts but reduce completion and follow conversion when the payoff is weaker than the promise.,infer from protocol,RET,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H314,H314,AVT-COG-TEXT-314,*Cognitio textualis* var. h314-source-proof-overlays,COG,Comprehension / cognitive load,Cognitio,textualis,Trust / negative feedback,Source/proof overlays reduce negative comments in controversial educational content.,infer from protocol,CMT,M-DOS,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H315,H315,AVT-FID-PROB-315,*Fides probatoria* var. h315-looking-generic-templates,FID,Trust / proof / originality,Fides,probatoria,Trust / negative feedback,"AI-looking generic templates reduce trust unless paired with original proof, voice or judgment.",infer from protocol,TRU,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H316,H316,AVT-ATT-PRIM-316,*Salientia primafacialis* var. h316-best-frame-shows,ATT,Attention / first-frame salience,Salientia,primafacialis,First frame,"The best first frame shows either result, problem, proof or identity; generic context loses.",infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H317,H317,AVT-ATT-PRIM-317,*Salientia primafacialis* var. h317-frames-labelled-contrast,ATT,Attention / first-frame salience,Salientia,primafacialis,First frame,First frames with labelled contrast outperform single-state frames for before/after content.,infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H318,H318,AVT-SEA-PRIM-318,*Quaeribilitas primafacialis* var. h318-frame-should-designed,SEA,Search / long-tail demand,Quaeribilitas,primafacialis,First frame,"A first frame should be designed after choosing the primary action: save, send, comment, follow or search.",infer from protocol,SAV,M-SGA,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H319,H319,AVT-TEN-UNCU-319,*Tensio uncus* var. h319-hooks-should-name,TEN,Hook tension / information gap,Tensio,uncus,Hook,"Hooks should name a concrete gap, not vague suspense.",infer from protocol,MIX,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H320,H320,AVT-TEN-UNCU-320,*Tensio uncus* var. h320-contrarian-hooks-require,TEN,Hook tension / information gap,Tensio,uncus,Hook,Contrarian hooks require proof within 5–10 seconds to preserve trust.,infer from protocol,TRU,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H321,H321,AVT-ATT-UNCU-321,*Salientia uncus* var. h321-result-hooks-work,ATT,Attention / first-frame salience,Salientia,uncus,Hook,"Result-first hooks work best when the result is visually shown, not just claimed.",infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H322,H322,AVT-COG-CAPT-322,*Cognitio captionis* var. h322-edited-captions-beat,COG,Comprehension / cognitive load,Cognitio,captionis,Captions,Edited captions beat auto captions when speech density is high.,infer from protocol,MIX,M-DOS,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H323,H323,AVT-COG-CAPT-323,*Cognitio captionis* var. h323-captions-should-summarise,COG,Comprehension / cognitive load,Cognitio,captionis,Captions,"Captions should summarise speech, not transcribe every filler word.",infer from protocol,MIX,M-DOS,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H324,H324,AVT-COG-CAPT-324,*Cognitio captionis* var. h324-caption-placement-should,COG,Comprehension / cognitive load,Cognitio,captionis,Captions,Caption placement should follow visual safe zones rather than fixed lower-centre placement.,infer from protocol,FOL,M-DOS,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H325,H325,AVT-COG-TEXT-325,*Cognitio textualis* var. h325-overlay-text-works,COG,Comprehension / cognitive load,Cognitio,textualis,Text overlays,"Overlay text works when it states the frame's job: problem, step, proof, result or CTA.",infer from protocol,MIX,M-DOS,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H326,H326,AVT-COG-TEXT-326,*Cognitio textualis* var. h326-huge-central-overlay,COG,Comprehension / cognitive load,Cognitio,textualis,Text overlays,Huge central overlay text performs worse over dynamic footage than over static or low-motion footage.,infer from protocol,MIX,M-DOS,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H327,H327,AVT-COG-TEXT-327,*Cognitio textualis* var. h327-text-density-should,COG,Comprehension / cognitive load,Cognitio,textualis,Text overlays,Text density should decrease as visual detail increases.,infer from protocol,MIX,M-DOS,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H328,H328,AVT-ATT-FACI-328,*Salientia facialis* var. h328-unknown-creators-benefit,ATT,Attention / first-frame salience,Salientia,facialis,Face,Unknown creators benefit from early face presence if followed by proof quickly.,infer from protocol,EHR,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H329,H329,AVT-FID-FACI-329,*Fides facialis* var. h329-facecam-improves-software,FID,Trust / proof / originality,Fides,facialis,Face,Facecam improves software tutorials when it adds trust but does not cover the UI target.,infer from protocol,TRU,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H330,H330,AVT-TRN-FACI-330,*Transmissio facialis* var. h330-emotional-face-reactions,TRN,Social transmission / sharing,Transmissio,facialis,Face,Emotional face reactions improve shares when the emotional reaction is the content's social value.,infer from protocol,SND,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H331,H331,AVT-FOR-FORM-331,*Forma formalis* var. h331-voice-clarity-matters,FOR,Content form mechanics,Forma,formalis,Audio,Voice clarity matters more than trend audio for educational videos.,infer from protocol,MIX,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H332,H332,AVT-FOR-FORM-332,*Forma formalis* var. h332-sound-effects-should,FOR,Content form mechanics,Forma,formalis,Audio,"Sound effects should punctuate semantic beats, not every cut.",infer from protocol,MIX,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H333,H333,AVT-COG-CAPT-333,*Cognitio captionis* var. h333-silence-audio-increase,COG,Comprehension / cognitive load,Cognitio,captionis,Audio,Silence/low audio can increase seriousness for proof-led content if captions are strong.,infer from protocol,MIX,M-DOS,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H334,H334,AVT-RET-PULS-334,*Retentio pulsus* var. h334-cuts-should-happen,RET,Retention / story progress,Retentio,pulsus,Pacing,"Cuts should happen when information changes, not when the editor gets bored.",infer from protocol,MIX,M-SEQ,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H335,H335,AVT-FID-PROB-335,*Fides probatoria* var. h335-educational-need-slower,FID,Trust / proof / originality,Fides,probatoria,Pacing,Educational videos need slower pacing during proof inspection and faster pacing during setup.,infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H336,H336,AVT-FID-PULS-336,*Fides pulsus* var. h336-should-contain-least,FID,Trust / proof / originality,Fides,pulsus,Pacing,The first 10 seconds should contain at least two meaning changes for cold-audience educational content.,infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H337,H337,AVT-RET-STOR-337,*Retentio storyformis* var. h337-problem-test-result,RET,Retention / story progress,Retentio,storyformis,Story,Problem-test-result beats pure advice when the advice is not obvious.,infer from protocol,MIX,M-SEQ,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H338,H338,AVT-RET-STOR-338,*Retentio storyformis* var. h338-before-after-strongest,RET,Retention / story progress,Retentio,storyformis,Story,Before-after-why is the strongest structure when transformation is visible.,infer from protocol,MIX,M-SEQ,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H339,H339,AVT-TEN-PROB-339,*Tensio probatoria* var. h339-myth-evidence-correction,TEN,Hook tension / information gap,Tensio,probatoria,Story,Myth-evidence-correction increases comments but needs a replacement framework to earn saves.,infer from protocol,SAV,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H340,H340,AVT-FID-PROB-340,*Fides probatoria* var. h340-proof-shown-early,FID,Trust / proof / originality,Fides,probatoria,Proof,Proof shown early improves trust even if it slightly lowers casual reach.,infer from protocol,EHR,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H341,H341,AVT-FID-PROB-341,*Fides probatoria* var. h341-real-examples-outperform,FID,Trust / proof / originality,Fides,probatoria,Proof,Real examples outperform abstract diagrams for beginner audiences.,infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H342,H342,AVT-FID-PROB-342,*Fides probatoria* var. h342-framework-diagrams-outperform,FID,Trust / proof / originality,Fides,probatoria,Proof,Framework diagrams outperform examples for expert audiences if the example is already obvious.,infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H343,H343,AVT-TRN-SERI-343,*Transmissio serialis* var. h343-should-match-natural,TRN,Social transmission / sharing,Transmissio,serialis,CTA,"CTA should match the content's natural action: save for utility, send for social relevance, comment for choice, follow for series.",infer from protocol,SAV,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H344,H344,AVT-FID-ACTI-344,*Fides actionalis* var. h344-early-soft-ctas,FID,Trust / proof / originality,Fides,actionalis,CTA,Early soft CTAs can guide attention without feeling like engagement bait.,infer from protocol,EHR,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H345,H345,AVT-ACT-ACTI-345,*Actio actionalis* var. h345-loses-power-asks,ACT,Action design / CTA,Actio,actionalis,CTA,A CTA loses power when it asks for two actions at once.,infer from protocol,MIX,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H346,H346,AVT-FID-PROB-346,*Fides probatoria* var. h346-length-should-expand,FID,Trust / proof / originality,Fides,probatoria,Length,"Length should expand only when each extra segment adds proof, tension or payoff.",infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H347,H347,AVT-FID-ACTI-347,*Fides actionalis* var. h347-very-short-completion,FID,Trust / proof / originality,Fides,actionalis,Length,Very short videos win completion but may lose saves if they omit enough reusable detail.,infer from protocol,RET,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H348,H348,AVT-RET-RETE-348,*Retentio retentiva* var. h348-longer-short-form,RET,Retention / story progress,Retentio,retentiva,Length,Longer short-form videos need visible progress markers to prevent perceived drift.,infer from protocol,MIX,M-SEQ,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H349,H349,AVT-MED-FACI-349,*Mediagrammatica facialis* var. h349-covers-matter-most,MED,Platform grammar,Mediagrammatica,facialis,Cover / title,"Covers matter most after feed exposure, when viewers visit the profile or search surface.",infer from protocol,SEA,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H350,H350,AVT-MED-UNCU-350,*Mediagrammatica uncus* var. h350-titles-should-clearer,MED,Platform grammar,Mediagrammatica,uncus,Cover / title,Titles should be clearer than hooks for search surfaces and more tensioned for feed surfaces.,infer from protocol,SEA,M-CST,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H351,H351,AVT-FID-FIDU-351,*Fides fiduciae* var. h351-positive-useful-wording,FID,Trust / proof / originality,Fides,fiduciae,Cover / title,Positive or useful wording in titles may preserve trust better than exaggerated negative wording.,infer from protocol,TRU,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H352,H352,AVT-SEA-QUAE-352,*Quaeribilitas quaesitiva* var. h352-comment-prompts-should,SEA,Search / long-tail demand,Quaeribilitas,quaesitiva,Comment system,"Comment prompts should collect usable research variables, not empty engagement.",infer from protocol,CMT,M-SGA,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H353,H353,AVT-FID-PROB-353,*Fides probatoria* var. h353-comments-become-proof,FID,Trust / proof / originality,Fides,probatoria,Comment system,Top comments can become proof or objections for the next video.,infer from protocol,CMT,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H354,H354,AVT-ACT-ACTI-354,*Actio actionalis* var. h354-pinned-comments-steer,ACT,Action design / CTA,Actio,actionalis,Comment system,Pinned comments can steer interpretation and reduce repeated confusion.,infer from protocol,CMT,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H355,H355,AVT-FID-FIDU-355,*Fides fiduciae* var. h355-generated-needs-visible,FID,Trust / proof / originality,Fides,fiduciae,Originality / AI workflow,AI-generated content needs a visible original judgment layer to avoid template fatigue.,infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H356,H356,AVT-FID-EXPE-356,*Fides experimentalis* var. h356-original-tests-beat,FID,Trust / proof / originality,Fides,experimentalis,Originality / AI workflow,Original tests beat recycled claims for trust-building niches.,infer from protocol,TRU,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H357,H357,AVT-FID-FIDU-357,*Fides fiduciae* var. h357-creator-constraints-examples,FID,Trust / proof / originality,Fides,fiduciae,Originality / AI workflow,Creator-specific constraints and examples make AI-assisted scripts feel less generic.,infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H358,H358,AVT-VER-STOR-358,*Verticalis storyformis* var. h358-saas-convert-they,VER,Vertical / niche mechanics,Verticalis,storyformis,SaaS / software,SaaS videos convert better when they show the workflow pain before the feature.,infer from protocol,MIX,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H359,H359,AVT-VER-TEXT-359,*Verticalis textualis* var. h359-screen-recordings-need,VER,Vertical / niche mechanics,Verticalis,textualis,SaaS / software,Screen recordings need mobile-safe zooms and annotations to avoid UI blindness.,infer from protocol,MIX,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H360,H360,AVT-VER-VERT-360,*Verticalis verticalis* var. h360-comparison-against-workflow,VER,Vertical / niche mechanics,Verticalis,verticalis,SaaS / software,Comparison against an old workflow makes value clearer than listing features.,infer from protocol,MIX,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H361,H361,AVT-VER-ACTI-361,*Verticalis actionalis* var. h361-study-saves-delivered,VER,Vertical / niche mechanics,Verticalis,actionalis,Education / study,"Study content saves better when delivered as a repeatable method, not motivation.",infer from protocol,SAV,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H362,H362,AVT-VER-VERT-362,*Verticalis verticalis* var. h362-worked-examples-outperform,VER,Vertical / niche mechanics,Verticalis,verticalis,Education / study,Worked examples outperform abstract advice for technical learning.,infer from protocol,MIX,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H363,H363,AVT-VER-ACTI-363,*Verticalis actionalis* var. h363-spaced-review-prompts,VER,Vertical / niche mechanics,Verticalis,actionalis,Education / study,Spaced/review prompts increase follows if the account promises a continuing learning sequence.,infer from protocol,FOL,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H364,H364,AVT-FOR-VERT-364,*Forma verticalis* var. h364-wrong-right-demonstrations,FOR,Content form mechanics,Forma,verticalis,Fitness,Wrong/right demonstrations outperform correct-only form tutorials.,infer from protocol,MIX,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H365,H365,AVT-FOR-ACTI-365,*Forma actionalis* var. h365-follow-along-workouts,FOR,Content form mechanics,Forma,actionalis,Fitness,Follow-along workouts complete better when timers are visible.,infer from protocol,FOL,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H366,H366,AVT-FOR-PROB-366,*Forma probatoria* var. h366-fitness-transformations-need,FOR,Content form mechanics,Forma,probatoria,Fitness,Fitness transformations need process proof to avoid feeling unrealistic.,infer from protocol,MIX,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H367,H367,AVT-VER-PRIM-367,*Verticalis primafacialis* var. h367-food-stop-scroll,VER,Vertical / niche mechanics,Verticalis,primafacialis,Food / cooking,"Food videos stop scroll with final dish or texture, not ingredient setup.",infer from protocol,MIX,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H368,H368,AVT-EXP-PROB-368,*Experimentum probatoria* var. h368-recipe-save-measurements,EXP,Testing / measurement,Experimentum,probatoria,Food / cooking,Recipe videos save better when measurements are on screen long enough to screenshot.,infer from protocol,SAV,M-PRE,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H369,H369,AVT-VER-ACTI-369,*Verticalis actionalis* var. h369-effort-framing-increases,VER,Vertical / niche mechanics,Verticalis,actionalis,Food / cooking,One-pan/low-effort framing increases sends because the recipient category is obvious.,infer from protocol,SND,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H370,H370,AVT-FOR-COMM-370,*Forma commercialis* var. h370-transformation-visuals-outperform,FOR,Content form mechanics,Forma,commercialis,Beauty / fashion,Transformation-first visuals outperform product-first intros.,infer from protocol,MIX,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H371,H371,AVT-FOR-ACTI-371,*Forma actionalis* var. h371-case-framing-such,FOR,Content form mechanics,Forma,actionalis,Beauty / fashion,Use-case framing such as workplace/date/night-out increases saves over generic styling.,infer from protocol,SAV,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H372,H372,AVT-FOR-TEXT-372,*Forma textualis* var. h372-side-side-shade,FOR,Content form mechanics,Forma,textualis,Beauty / fashion,Side-by-side shade/fit labels reduce rewatch frustration and increase saves.,infer from protocol,RET,M-FRM,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H373,H373,AVT-FID-VERT-373,*Fides verticalis* var. h373-finance-needs-credibility,FID,Trust / proof / originality,Fides,verticalis,Finance / money,Finance content needs credibility cues earlier than entertainment content.,infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H374,H374,AVT-ACT-ACTI-374,*Actio actionalis* var. h374-simple-calculators-examples,ACT,Action design / CTA,Actio,actionalis,Finance / money,Simple calculators or examples save better than abstract money principles.,infer from protocol,SAV,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H375,H375,AVT-TEN-UNCU-375,*Tensio uncus* var. h375-fear-based-hooks,TEN,Hook tension / information gap,Tensio,uncus,Finance / money,"Fear-based hooks may raise starts but reduce trust unless paired with measured, sourced advice.",infer from protocol,TRU,M-SVT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H376,H376,AVT-ATT-PRIM-376,*Salientia primafacialis* var. h376-property-stop-scroll,ATT,Attention / first-frame salience,Salientia,primafacialis,Real estate / property,"Property videos stop scroll with the strongest room/feature, not the front door.",infer from protocol,MIX,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H377,H377,AVT-SEA-TEXT-377,*Quaeribilitas textualis* var. h377-neighbourhood-context-clips,SEA,Search / long-tail demand,Quaeribilitas,textualis,Real estate / property,Neighbourhood/context clips generate more saves than pure listing tours for buyers researching later.,infer from protocol,SAV,M-SGA,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H378,H378,AVT-FID-STOR-378,*Fides storyformis* var. h378-before-after-renovation,FID,Trust / proof / originality,Fides,storyformis,Real estate / property,Before/after renovation clips share better when cost/time constraints are stated.,infer from protocol,SND,M-MPT,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
H379,H379,AVT-VER-ACTI-379,*Verticalis actionalis* var. h379-travel-save-framed,VER,Vertical / niche mechanics,Verticalis,actionalis,Travel,"Travel videos save better when framed as itinerary/useful route, not only scenery.",infer from protocol,SAV,M-VER,v3/07_Expanded_Hypothesis_Library/08_master_hypothesis_index.md
